tag_header,tag_para,tag_formatting,word_count,interacting_span_tag,relative_x_coord,relative_y_coord,relative_listings,relative_hyperlinks,tag_img,src_img_interaction,red_flag_class,tag_table,tag_sup,tag_sup_child,red_flag_id,relative_table_elements,height_width_diff,label
NO,NO,NO,1,NO,1.070249426,0.190407216,0,0,NO,NO,NO,NO,NO,NO,NO,0,-47.06665039,0
NO,NO,NO,26,NO,0.185253114,0.191482335,0,0.076923077,NO,NO,NO,NO,NO,NO,NO,0.269230769,-1012.000046,0
NO,NO,NO,2,NO,0.185253114,0.191482335,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-54.44999695,0
NO,NO,NO,2,NO,0.195341155,0.191704773,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.191482335,0,0,NO,NO,NO,NO,NO,NO,NO,0,-75.2666626,0
NO,NO,NO,4,NO,0.356749809,0.191482335,0,0,NO,NO,NO,NO,NO,NO,NO,0,-158.5333252,0
NO,NO,NO,3,NO,0.528246503,0.191482335,0,0,NO,NO,NO,NO,NO,NO,NO,0,-85.68333435,0
NO,NO,NO,3,NO,0.633712385,0.191482335,0,0,NO,NO,NO,NO,NO,NO,NO,0,-85.68331909,0
NO,NO,NO,4,NO,0.738261172,0.191482335,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-332.5166779,0
NO,NO,YES,4,NO,0.74376374,0.191704773,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-106.1166687,0
NO,NO,NO,4,NO,0.74376374,0.191704773,0,0,NO,NO,NO,NO,NO,NO,NO,0,-106.1166687,0
NO,NO,NO,1,NO,1.070249426,0.191482335,0,0,NO,NO,NO,NO,NO,NO,NO,0,-47.06665039,0
NO,NO,NO,1,NO,1.095010981,0.191593554,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.095010981,0.191593554,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,35,NO,0.185253114,0.192557454,0,0.085714286,NO,NO,NO,NO,NO,NO,NO,0.2,-989.6000519,0
NO,NO,NO,2,NO,0.185253114,0.192557454,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-32.05000305,0
NO,NO,NO,2,NO,0.195341155,0.193187696,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.192557454,0,0,NO,NO,NO,NO,NO,NO,NO,0,-52.8666687,0
NO,NO,NO,4,NO,0.356749809,0.192557454,0,0,NO,NO,NO,NO,NO,NO,NO,0,-136.1333313,0
NO,NO,NO,3,NO,0.528246503,0.192557454,0,0,NO,NO,NO,NO,NO,NO,NO,0,-63.28334045,0
NO,NO,NO,3,NO,0.633712385,0.192557454,0,0,NO,NO,NO,NO,NO,NO,NO,0,-63.2833252,0
NO,NO,NO,13,NO,0.738261172,0.192557454,0,0.153846154,NO,NO,NO,NO,NO,NO,NO,0,-310.116684,0
NO,NO,YES,4,NO,0.74376374,0.192779892,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-87.4666748,0
NO,NO,NO,4,NO,0.74376374,0.192779892,0,0,NO,NO,NO,NO,NO,NO,NO,0,-87.4666748,0
NO,NO,YES,4,NO,0.74376374,0.192779892,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-308.5333557,0
NO,NO,NO,4,NO,0.74376374,0.192779892,0,0,NO,NO,NO,NO,NO,NO,NO,0,-308.5333557,0
NO,NO,NO,1,NO,1.070249426,0.192557454,0,0,NO,NO,NO,NO,NO,NO,NO,0,-24.66665649,0
NO,NO,NO,1,NO,1.086757129,0.193076476,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.086757129,0.193076476,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.193076476,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.193076476,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,31,NO,0.185253114,0.19444818,0,0.032258065,NO,NO,NO,NO,NO,NO,NO,0.225806452,-1012.000046,0
NO,NO,NO,2,NO,0.185253114,0.19444818,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-54.44999695,0
NO,NO,NO,2,NO,0.195341155,0.194670618,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.19444818,0,0,NO,NO,NO,NO,NO,NO,NO,0,-75.2666626,0
NO,NO,NO,4,NO,0.356749809,0.19444818,0,0,NO,NO,NO,NO,NO,NO,NO,0,-158.5333252,0
NO,NO,NO,3,NO,0.528246503,0.19444818,0,0,NO,NO,NO,NO,NO,NO,NO,0,-85.68333435,0
NO,NO,NO,3,NO,0.633712385,0.19444818,0,0,NO,NO,NO,NO,NO,NO,NO,0,-85.68331909,0
NO,NO,NO,9,NO,0.738261172,0.19444818,0,0,NO,NO,NO,NO,NO,NO,NO,0,-332.5166779,0
NO,NO,YES,4,NO,0.899669826,0.194670618,0,0,NO,NO,NO,NO,NO,NO,NO,0,-100.6666718,0
NO,NO,NO,1,NO,1.070249426,0.19444818,0,0,NO,NO,NO,NO,NO,NO,NO,0,-47.06665039,0
NO,NO,NO,1,NO,1.077586183,0.194559399,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.077586183,0.194559399,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.095010981,0.194559399,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.095010981,0.194559399,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.113352873,0.194559399,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.113352873,0.194559399,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,43,NO,0.185253114,0.195523298,0,0.069767442,NO,NO,NO,NO,NO,NO,NO,0.162790698,-967.2000427,0
NO,NO,NO,2,NO,0.185253114,0.195523298,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-9.649993896,0
NO,NO,NO,2,NO,0.195341155,0.196561344,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.195523298,0,0,NO,NO,NO,NO,NO,NO,NO,0,-30.46665955,0
NO,NO,NO,4,NO,0.356749809,0.195523298,0,0,NO,NO,NO,NO,NO,NO,NO,0,-113.7333221,0
NO,NO,NO,3,NO,0.528246503,0.195523298,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.8833313,0
NO,NO,NO,3,NO,0.633712385,0.195523298,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.88331604,0
NO,NO,NO,21,NO,0.738261172,0.195523298,0,0.095238095,NO,NO,NO,NO,NO,NO,NO,0,-287.7166748,0
NO,NO,YES,4,NO,0.897835637,0.195745736,0,0,NO,NO,NO,NO,NO,NO,NO,0,-100.6666718,0
NO,NO,YES,4,NO,0.863903135,0.196561344,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-96,0
NO,NO,NO,4,NO,0.863903135,0.196561344,0,0,NO,NO,NO,NO,NO,NO,NO,0,-96,0
NO,NO,YES,4,NO,0.74376374,0.196561344,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-289.0833282,0
NO,NO,NO,4,NO,0.74376374,0.196561344,0,0,NO,NO,NO,NO,NO,NO,NO,0,-289.0833282,0
NO,NO,NO,1,NO,1.070249426,0.195523298,0,0,NO,NO,NO,NO,NO,NO,NO,0,-2.266647339,0
NO,NO,NO,1,NO,1.086757129,0.196487198,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.086757129,0.196487198,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.104181927,0.196487198,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.104181927,0.196487198,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,49,NO,0.185253114,0.198229631,0,0.040816327,NO,NO,NO,NO,NO,NO,NO,0.142857143,-967.200058,0
NO,NO,NO,2,NO,0.185253114,0.198229631,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-9.650009155,0
NO,NO,NO,2,NO,0.195341155,0.19930475,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.198229631,0,0,NO,NO,NO,NO,NO,NO,NO,0,-30.4666748,0
NO,NO,NO,4,NO,0.356749809,0.198229631,0,0,NO,NO,NO,NO,NO,NO,NO,0,-113.7333374,0
NO,NO,NO,3,NO,0.528246503,0.198229631,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.88334656,0
NO,NO,NO,3,NO,0.633712385,0.198229631,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.8833313,0
NO,NO,NO,27,NO,0.738261172,0.198229631,0,0.037037037,NO,NO,NO,NO,NO,NO,NO,0,-287.7166901,0
NO,NO,YES,4,NO,0.74376374,0.19845207,0,0,NO,NO,NO,NO,NO,NO,NO,0,-96,0
NO,NO,YES,4,NO,0.853815095,0.19845207,0,0,NO,NO,NO,NO,NO,NO,NO,0,-123.2666779,0
NO,NO,YES,4,NO,0.74376374,0.19930475,0,0,NO,NO,NO,NO,NO,NO,NO,0,-264.1666565,0
NO,NO,YES,4,NO,0.899669826,0.200120357,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-110.5166626,0
NO,NO,NO,4,NO,0.899669826,0.200120357,0,0,NO,NO,NO,NO,NO,NO,NO,0,-110.5166626,0
NO,NO,NO,1,NO,1.070249426,0.198229631,0,0,NO,NO,NO,NO,NO,NO,NO,0,-2.266662598,0
NO,NO,NO,1,NO,1.086757129,0.198785727,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.086757129,0.198785727,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.198785727,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.198785727,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,0,NO,1.121606725,0.198748654,10,10,NO,NO,NO,NO,NO,NO,NO,100,22.3833313,0
NO,NO,NO,1,NO,1.077586183,0.199601334,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.077586183,0.199601334,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.095010981,0.199601334,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.095010981,0.199601334,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.113352873,0.199601334,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.113352873,0.199601334,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,45,NO,0.185253114,0.200973037,0,0.022222222,NO,NO,NO,NO,NO,NO,NO,0.155555556,-967.2000427,0
NO,NO,NO,2,NO,0.185253114,0.200973037,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-9.649993896,0
NO,NO,NO,2,NO,0.195341155,0.202011083,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.200973037,0,0,NO,NO,NO,NO,NO,NO,NO,0,-30.46665955,0
NO,NO,NO,4,NO,0.356749809,0.200973037,0,0,NO,NO,NO,NO,NO,NO,NO,0,-113.7333221,0
NO,NO,NO,3,NO,0.528246503,0.200973037,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.8833313,0
NO,NO,NO,3,NO,0.633712385,0.200973037,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.88331604,0
NO,NO,NO,23,NO,0.738261172,0.200973037,0,0,NO,NO,NO,NO,NO,NO,NO,0,-287.7166748,0
NO,NO,YES,4,NO,0.932685232,0.201195476,0,0,NO,NO,NO,NO,NO,NO,NO,0,-110.5166626,0
NO,NO,YES,4,NO,0.91434334,0.202011083,0,0,NO,NO,NO,NO,NO,NO,NO,0,-96,0
NO,NO,YES,4,NO,0.74376374,0.202011083,0,0,NO,NO,NO,NO,NO,NO,NO,0,-299.9666748,0
NO,NO,NO,1,NO,1.070249426,0.200973037,0,0,NO,NO,NO,NO,NO,NO,NO,0,-2.266647339,0
NO,NO,NO,1,NO,1.086757129,0.201529133,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.086757129,0.201529133,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.104181927,0.201529133,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.104181927,0.201529133,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,0,NO,1.121606725,0.20149206,10,10,NO,NO,NO,NO,NO,NO,NO,100,22.38334656,0
NO,NO,NO,1,NO,1.086757129,0.20234474,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.086757129,0.20234474,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.20234474,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.20234474,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,37,NO,0.185253114,0.20367937,0,0.054054054,NO,NO,NO,NO,NO,NO,NO,0.189189189,-989.6000519,0
NO,NO,NO,2,NO,0.185253114,0.20367937,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-32.05000305,0
NO,NO,NO,2,NO,0.195341155,0.204346685,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.20367937,0,0,NO,NO,NO,NO,NO,NO,NO,0,-52.8666687,0
NO,NO,NO,5,NO,0.356749809,0.20367937,0,0,NO,NO,NO,NO,NO,NO,NO,0,-136.1333313,0
NO,NO,NO,3,NO,0.528246503,0.20367937,0,0,NO,NO,NO,NO,NO,NO,NO,0,-63.28334045,0
NO,NO,NO,3,NO,0.633712385,0.20367937,0,0,NO,NO,NO,NO,NO,NO,NO,0,-63.2833252,0
NO,NO,NO,14,NO,0.738261172,0.20367937,0,0.071428571,NO,NO,NO,NO,NO,NO,NO,0,-310.116684,0
NO,NO,YES,4,NO,0.932685232,0.203901809,0,0,NO,NO,NO,NO,NO,NO,NO,0,-110.5166626,0
NO,NO,YES,4,NO,0.768525295,0.204754489,0,0.25,NO,NO,NO,NO,NO,NO,NO,0,-99.1333313,0
NO,NO,NO,4,NO,0.768525295,0.204754489,0,0,NO,NO,NO,NO,NO,NO,NO,0,-99.1333313,0
NO,NO,NO,1,NO,1.070249426,0.20367937,0,0,NO,NO,NO,NO,NO,NO,NO,0,-24.66665649,0
NO,NO,NO,1,NO,1.086757129,0.203827663,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.086757129,0.203827663,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.203827663,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.203827663,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,0,NO,1.121606725,0.20379059,10,10,NO,NO,NO,NO,NO,NO,NO,100,22.3833313,0
NO,NO,NO,1,NO,1.077586183,0.20464327,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.077586183,0.20464327,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.095010981,0.20464327,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.095010981,0.20464327,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.113352873,0.20464327,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.113352873,0.20464327,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,37,NO,0.185253114,0.205607169,0,0.027027027,NO,NO,NO,NO,NO,NO,NO,0.189189189,-967.2000427,0
NO,NO,NO,2,NO,0.185253114,0.205607169,0,0.5,NO,NO,NO,NO,NO,NO,NO,0,-9.649993896,0
NO,NO,NO,2,NO,0.195341155,0.206645215,0,0,NO,NO,NO,NO,NO,NO,NO,0,-43.1333313,0
NO,NO,NO,3,NO,0.261371968,0.205607169,0,0,NO,NO,NO,NO,NO,NO,NO,0,-30.46665955,0
NO,NO,NO,5,NO,0.356749809,0.205607169,0,0,NO,NO,NO,NO,NO,NO,NO,0,-113.7333221,0
NO,NO,NO,3,NO,0.528246503,0.205607169,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.8833313,0
NO,NO,NO,3,NO,0.633712385,0.205607169,0,0,NO,NO,NO,NO,NO,NO,NO,0,-40.88331604,0
NO,NO,NO,14,NO,0.738261172,0.205607169,0,0,NO,NO,NO,NO,NO,NO,NO,0,-287.7166748,0
NO,NO,YES,4,NO,0.932685232,0.206237411,0,0,NO,NO,NO,NO,NO,NO,NO,0,-110.5166626,0
NO,NO,YES,4,NO,0.768525295,0.207053019,0,0,NO,NO,NO,NO,NO,NO,NO,0,-99.1333313,0
NO,NO,NO,1,NO,1.070249426,0.205607169,0,0,NO,NO,NO,NO,NO,NO,NO,0,-2.266647339,0
NO,NO,NO,1,NO,1.086757129,0.205718389,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.086757129,0.205718389,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.205718389,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.205718389,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,0,NO,1.121606725,0.205681316,10,10,NO,NO,NO,NO,NO,NO,NO,100,22.3833313,0
NO,NO,NO,1,NO,1.086757129,0.206571069,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.086757129,0.206571069,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.104181927,0.206571069,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.104181927,0.206571069,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
NO,NO,NO,1,NO,1.086757129,0.207386676,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.086757129,0.207386676,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.207386676,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,1.104181927,0.207386676,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,YES,NO,48,NO,0.184336019,0.208832525,0,0,NO,NO,NO,NO,NO,NO,NO,0,-996.7999878,1
NO,NO,YES,3,NO,0.671313264,0.208943744,0,0,NO,NO,NO,NO,NO,NO,NO,0,-92.8999939,1
NO,NO,YES,6,NO,0.887747596,0.208943744,0,0,NO,NO,NO,NO,NO,NO,NO,0,-123.2333374,1
NO,NO,NO,1,NO,0.331988254,0.209685206,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.331988254,0.209685206,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.891415974,0.209685206,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.891415974,0.209685206,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
YES,NO,NO,1,NO,0.184336019,0.210760324,0,0,NO,NO,NO,NO,NO,NO,NO,0,-1006.316635,1
NO,NO,NO,1,YES,0.184336019,0.211242274,0,0,NO,NO,NO,NO,NO,NO,NO,0,-41.33334351,1
NO,NO,NO,17,NO,0.929016854,0.212317393,0,0.176470588,NO,NO,YES,NO,NO,NO,NO,0,2.600006104,0
NO,NO,NO,17,NO,0.929016854,0.212317393,0,0.176470588,NO,NO,YES,NO,NO,NO,NO,0,2.600006104,0
NO,NO,NO,0,NO,0.932685232,0.215246164,10,10,NO,NO,YES,NO,NO,NO,NO,100,-207.1999817,0
NO,NO,NO,0,NO,0.932685232,0.212465685,10,10,YES,YES,YES,NO,NO,NO,NO,100,-55,0
NO,NO,NO,17,NO,0.932685232,0.218656885,0,0.117647059,NO,NO,YES,NO,NO,NO,NO,0,-164,0
NO,NO,NO,0,NO,1.119772535,0.218768104,10,10,NO,NO,NO,NO,NO,NO,NO,100,-4,0
NO,NO,NO,0,NO,1.119772535,0.218768104,10,10,NO,NO,NO,NO,NO,NO,NO,100,-4,0
NO,NO,NO,2,NO,0.957446787,0.21884225,0,0,NO,NO,NO,NO,NO,NO,NO,0,-66.19999695,0
NO,YES,NO,112,NO,0.184336019,0.212317393,0,0.089285714,NO,NO,NO,NO,NO,NO,NO,0,-884.7999725,1
NO,NO,NO,1,NO,0.656639751,0.212354466,0,0,NO,NO,YES,NO,YES,NO,NO,0,0,0
NO,NO,NO,1,NO,0.656639751,0.212354466,0,0,NO,NO,NO,NO,NO,YES,NO,0,0,0
NO,NO,NO,3,NO,0.184336019,0.212428612,0,0,NO,NO,NO,NO,NO,NO,NO,0,-730.5999908,1
NO,NO,NO,1,NO,0.269625819,0.213281292,0,0,NO,NO,NO,NO,NO,NO,NO,0,-26.7833252,1
NO,NO,NO,1,NO,0.412692581,0.213170073,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.412692581,0.213170073,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,2,NO,0.184336019,0.213281292,0,0,NO,NO,NO,NO,NO,NO,NO,0,-707.4166565,1
NO,NO,NO,2,NO,0.423697716,0.214096899,0,0,NO,NO,NO,NO,NO,NO,NO,0,-60.5,1
NO,NO,NO,2,NO,0.184336019,0.214096899,0,0,NO,NO,NO,NO,NO,NO,NO,0,-716.9833069,1
NO,NO,NO,1,NO,0.327402781,0.21494958,0,0,NO,NO,NO,NO,NO,NO,NO,0,-54.03334045,1
NO,NO,NO,1,NO,0.531914882,0.21494958,0,0,NO,NO,NO,NO,NO,NO,NO,0,-78.93333435,1
NO,NO,NO,2,NO,0.774944957,0.21494958,0,0,NO,NO,NO,NO,NO,NO,NO,0,-77.69999695,1
NO,NO,NO,1,NO,0.284299333,0.215691041,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.284299333,0.215691041,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,2,NO,0.306309604,0.215765187,0,0,NO,NO,NO,NO,NO,NO,NO,0,-68.81666565,1
NO,NO,NO,1,NO,0.400770351,0.215765187,0,0,NO,NO,NO,NO,NO,NO,NO,0,-26.80000305,1
NO,NO,NO,1,NO,0.878576649,0.215691041,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.878576649,0.215691041,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.336573727,0.217322255,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.336573727,0.217322255,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,YES,NO,76,NO,0.184336019,0.218397374,0,0.092105263,NO,NO,NO,NO,NO,NO,NO,0,-951.9999847,1
NO,NO,NO,1,NO,0.846478338,0.218434447,0,0,NO,NO,YES,NO,YES,NO,NO,0,0,0
NO,NO,NO,1,NO,0.846478338,0.218434447,0,0,NO,NO,NO,NO,NO,YES,NO,0,0,0
NO,NO,NO,1,NO,0.198092439,0.219361273,0,0,NO,NO,NO,NO,NO,NO,NO,0,-22.1333313,1
NO,NO,NO,2,NO,0.54933968,0.219361273,0,0,NO,NO,NO,NO,NO,NO,NO,0,-58.68333435,1
NO,NO,NO,2,NO,0.184336019,0.219361273,0,0,NO,NO,NO,NO,NO,NO,NO,0,-724.3166656,1
NO,NO,NO,1,NO,0.323734402,0.22017688,0,0,NO,NO,NO,NO,NO,NO,NO,0,-17.44999695,1
NO,NO,NO,3,NO,0.553925153,0.22017688,0,0,NO,NO,NO,NO,NO,NO,NO,0,-96.0333252,1
NO,NO,NO,2,NO,0.663976508,0.22017688,0,0,NO,NO,NO,NO,NO,NO,NO,0,-61.80000305,1
NO,NO,NO,3,NO,0.741929551,0.22017688,0,0,NO,NO,NO,NO,NO,NO,NO,0,-77.33334351,1
NO,NO,NO,1,NO,0.512655895,0.220918342,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.399993896,0
NO,NO,NO,1,NO,0.512655895,0.220918342,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.399993896,0
NO,NO,NO,11,NO,0.929016854,0.222252972,0,0.272727273,NO,NO,YES,NO,NO,NO,NO,0,4.266677856,0
NO,NO,NO,11,NO,0.929016854,0.222252972,0,0.272727273,NO,NO,YES,NO,NO,NO,NO,0,4.266677856,0
NO,NO,NO,0,NO,0.932685232,0.225515401,10,10,NO,NO,YES,NO,NO,NO,NO,100,-207.1999969,0
NO,NO,NO,0,NO,0.932685232,0.222364191,10,10,YES,YES,YES,NO,NO,NO,NO,100,-35.99998474,0
NO,NO,NO,11,NO,0.932685232,0.229259779,0,0.181818182,NO,NO,YES,NO,NO,NO,NO,0,-181.3333435,0
NO,NO,NO,0,NO,1.119772535,0.229370998,10,10,NO,NO,NO,NO,NO,NO,NO,100,-4,0
NO,NO,NO,0,NO,1.119772535,0.229370998,10,10,NO,NO,NO,NO,NO,NO,NO,100,-4,0
NO,NO,NO,1,NO,1.026228884,0.229445145,0,0,NO,NO,NO,NO,NO,NO,NO,0,-42.11668396,0
NO,YES,NO,138,NO,0.184336019,0.22199346,0,0.072463768,NO,NO,NO,NO,NO,NO,NO,0,-884.7999725,1
NO,NO,NO,1,NO,0.726338942,0.222104679,0,0,NO,NO,NO,NO,NO,NO,NO,0,-47.03334045,1
NO,NO,NO,3,NO,0.530997787,0.222920287,0,0,NO,NO,NO,NO,NO,NO,NO,0,-100.1833344,1
NO,NO,NO,2,NO,0.665810697,0.222920287,0,0,NO,NO,NO,NO,NO,NO,NO,0,-76.58332825,1
NO,NO,NO,1,NO,0.245781359,0.224514428,0,0,NO,NO,YES,NO,YES,NO,NO,0,-6.400009155,0
NO,NO,NO,1,NO,0.245781359,0.224514428,0,0,NO,NO,NO,NO,NO,YES,NO,0,-6.400009155,0
