,tag_header,tag_para,tag_formatting,word_count,interacting_span_tag,relative_x_coord,relative_y_coord,relative_listings,relative_hyperlinks,tag_img,src_img_interaction,red_flag_class,tag_table,relative_table_elements,height_width_diff,name,attrs
6470,NO,NO,NO,5,NO,0.996881856,0.733935293,0,0,NO,NO,NO,NO,0,-120.1000061,span,[['reference-accessdate']]
6471,NO,NO,NO,2,NO,1.056493006,0.733935293,0,0,NO,NO,NO,NO,0,-24.20001221,span,[['nowrap']]
6472,NO,NO,NO,0,NO,1.122523819,0.733935293,nan,nan,NO,NO,NO,NO,nan,13.59999084,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=Gawker&rft.atitle=SNL+Explains+the+Nudity+in+Game+of+Thrones&rft.date=2012-04-15&rft.aulast=Toder&rft.aufirst=Matt&rft_id=http%3A%2F%2Fgawker.com%2F5902076%2Fsnl-explains-the-nudity-in-game-of-thrones&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6473,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6474,NO,NO,NO,26,NO,0.704328671,0.734602608,0,0.115384615,NO,NO,NO,NO,0,-433.8500214,li,['cite_note-250']
6475,NO,NO,NO,1,NO,0.704328671,0.734713827,0,0,NO,NO,NO,NO,0,6.249984741,span,[['mw-cite-backlink']]
6476,NO,NO,YES,1,NO,0.704328671,0.734713827,0,0,NO,NO,NO,NO,0,6.249984741,b,[]
6477,NO,NO,NO,1,NO,0.704328671,0.734713827,0,0,NO,NO,NO,NO,0,6.249984741,a,['#cite_ref-250']
6478,NO,NO,NO,25,NO,0.704328671,0.734713827,0,0.12,NO,NO,NO,NO,0,-427.2333374,span,[['reference-text']]
6479,NO,NO,NO,25,NO,0.704328671,0.734713827,0,0.12,NO,NO,NO,NO,0,-427.2333374,cite,"[['citation', 'news']]"
6480,NO,NO,NO,6,NO,0.884079217,0.734713827,0,0,NO,NO,NO,NO,0,-212.3500061,a,"[['nofollow'], ['external', 'text'], 'https://www.theatlantic.com/entertainment/archive/2013/05/-i-game-of-thrones-i-worst-scene-yet/275772/']"
6481,NO,NO,YES,2,NO,0.704328671,0.734713827,0,0.5,NO,NO,NO,NO,0,-416.5333252,i,[]
6482,NO,NO,NO,2,NO,0.704328671,0.734713827,0,0,NO,NO,NO,NO,0,-416.5333252,a,"['/wiki/The_Atlantic', 'The Atlantic']"
6483,NO,NO,NO,1,NO,0.749266308,0.735455288,0,0,NO,NO,NO,NO,0,-48.3999939,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160821120407/http://www.theatlantic.com/entertainment/archive/2013/05/-i-game-of-thrones-i-worst-scene-yet/275772/']"
6484,NO,NO,NO,5,NO,0.995047667,0.735455288,0,0,NO,NO,NO,NO,0,-127.0999908,span,[['reference-accessdate']]
6485,NO,NO,NO,2,NO,1.053741723,0.735455288,0,0,NO,NO,NO,NO,0,-31.19998169,span,[['nowrap']]
6486,NO,NO,NO,0,NO,1.127109292,0.735455288,nan,nan,NO,NO,NO,NO,nan,13.6000061,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Atlantic&rft.atitle=Game+of+Thrones%27+Worst+Scene+Yet%3F&rft.date=2013-05-13&rft.aulast=Orr&rft.aufirst=Christopher&rft_id=https%3A%2F%2Fwww.theatlantic.com%2Fentertainment%2Farchive%2F2013%2F05%2F-i-game-of-thrones-i-worst-scene-yet%2F275772%2F&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6487,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6488,NO,NO,NO,36,NO,0.704328671,0.736122603,0,0.083333333,NO,NO,NO,NO,0,-413.6833496,li,['cite_note-251']
6489,NO,NO,NO,1,NO,0.704328671,0.736270895,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6490,NO,NO,YES,1,NO,0.704328671,0.736270895,0,0,NO,NO,NO,NO,0,6.25,b,[]
6491,NO,NO,NO,1,NO,0.704328671,0.736270895,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-251']
6492,NO,NO,NO,35,NO,0.704328671,0.736270895,0,0.085714286,NO,NO,NO,NO,0,-399.8333282,span,[['reference-text']]
6493,NO,NO,NO,35,NO,0.704328671,0.736270895,0,0.085714286,NO,NO,NO,NO,0,-399.8333282,cite,"[['citation', 'news']]"
6494,NO,NO,NO,15,NO,0.704328671,0.736270895,0,0,NO,NO,NO,NO,0,-420,a,"[['nofollow'], ['external', 'text'], 'http://nymag.com/thecut/2014/05/game-of-thrones-couple-of-the-week-episode-6.html']"
6495,NO,NO,YES,3,NO,0.88866469,0.736270895,0,0,NO,NO,NO,NO,0,-84.3999939,i,[]
6496,NO,NO,YES,2,NO,0.949192935,0.737012356,0,0.5,NO,NO,NO,NO,0,-40.31668091,i,[]
6497,NO,NO,NO,2,NO,0.949192935,0.737012356,0,0,NO,NO,NO,NO,0,-40.31668091,a,"['/wiki/New_York_(magazine)', 'New York (magazine)']"
6498,NO,NO,NO,1,NO,1.005135708,0.737012356,0,0,NO,NO,NO,NO,0,-48.40000916,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160821120407/http://nymag.com/thecut/2014/05/game-of-thrones-couple-of-the-week-episode-6.html']"
6499,NO,NO,NO,5,NO,0.845561243,0.737753817,0,0,NO,NO,NO,NO,0,-125.6999969,span,[['reference-accessdate']]
6500,NO,NO,NO,2,NO,0.904255299,0.737753817,0,0,NO,NO,NO,NO,0,-29.79998779,span,[['nowrap']]
6501,NO,NO,NO,0,NO,0.97578868,0.737753817,nan,nan,NO,NO,NO,NO,nan,13.6000061,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=New+York&rft.atitle=Game+of+Thrones+Couple+of+the+Week%3A+Tyrion+and+Shae+Are+Never+Getting+Back+Together&rft.date=2014-05-12&rft.aulast=David&rft.aufirst=Allison+P.&rft_id=http%3A%2F%2Fnymag.com%2Fthecut%2F2014%2F05%2Fgame-of-thrones-couple-of-the-week-episode-6.html&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6502,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6503,NO,NO,NO,26,NO,0.704328671,0.738421132,0,0.076923077,NO,NO,NO,NO,0,-433.8500214,li,['cite_note-252']
6504,NO,NO,NO,1,NO,0.704328671,0.738532352,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6505,NO,NO,YES,1,NO,0.704328671,0.738532352,0,0,NO,NO,NO,NO,0,6.25,b,[]
6506,NO,NO,NO,1,NO,0.704328671,0.738532352,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-252']
6507,NO,NO,NO,25,NO,0.704328671,0.738532352,0,0.08,NO,NO,NO,NO,0,-412.5333099,span,[['reference-text']]
6508,NO,NO,NO,25,NO,0.704328671,0.738532352,0,0.08,NO,NO,NO,NO,0,-412.5333099,cite,"[['citation', 'news']]"
6509,NO,NO,NO,7,NO,0.89049888,0.738532352,0,0,NO,NO,NO,NO,0,-216.9333191,a,"[['nofollow'], ['external', 'text'], 'http://jezebel.com/game-of-boners-this-is-torture-porn-504821180']"
6510,NO,NO,YES,1,NO,0.704328671,0.739310886,0,0,NO,NO,NO,NO,0,-29.80000305,i,[]
6511,NO,NO,NO,1,NO,0.751100497,0.739310886,0,0,NO,NO,NO,NO,0,-48.3999939,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20170716061155/http://www.hollywoodreporter.com/live-feed/game-thrones-prequels-are-we-getting-all-four-1020065']"
6512,NO,NO,NO,5,NO,0.981291247,0.739310886,0,0,NO,NO,NO,NO,0,-127.0999908,span,[['reference-accessdate']]
6513,NO,NO,NO,2,NO,1.040902398,0.739310886,0,0,NO,NO,NO,NO,0,-31.19999695,span,[['nowrap']]
6514,NO,NO,NO,0,NO,1.114269968,0.739310886,nan,nan,NO,NO,NO,NO,nan,13.6000061,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=Jezebel&rft.atitle=Game+of+Boners%3A+This+Is+Torture+Porn&rft.date=2013-05-13&rft.aulast=Davis&rft.aufirst=Madeleine&rft_id=http%3A%2F%2Fjezebel.com%2Fgame-of-boners-this-is-torture-porn-504821180&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6515,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6516,NO,NO,NO,36,NO,0.704328671,0.739978201,0,0.083333333,NO,NO,NO,NO,0,-413.6833496,li,['cite_note-253']
6517,NO,NO,NO,1,NO,0.704328671,0.74008942,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6518,NO,NO,YES,1,NO,0.704328671,0.74008942,0,0,NO,NO,NO,NO,0,6.25,b,[]
6519,NO,NO,NO,1,NO,0.704328671,0.74008942,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-253']
6520,NO,NO,NO,35,NO,0.704328671,0.74008942,0,0.085714286,NO,NO,NO,NO,0,-370.0000153,span,[['reference-text']]
6521,NO,NO,NO,35,NO,0.704328671,0.74008942,0,0.085714286,NO,NO,NO,NO,0,-370.0000153,cite,"[['citation', 'news']]"
6522,NO,NO,NO,15,NO,0.704328671,0.74008942,0,0,NO,NO,NO,NO,0,-379.8500061,a,"[['nofollow'], ['external', 'text'], 'http://www.avclub.com/article/rape-thrones-203499']"
6523,NO,NO,YES,3,NO,1.018892127,0.740830881,0,0.333333333,NO,NO,NO,NO,0,-63.8666687,i,[]
6524,NO,NO,NO,3,NO,1.018892127,0.740830881,0,0,NO,NO,NO,NO,0,-63.8666687,a,"['/wiki/The_A.V._Club', 'The A.V. Club']"
6525,NO,NO,NO,1,NO,0.704328671,0.741572342,0,0,NO,NO,NO,NO,0,-48.3999939,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160821120407/http://www.avclub.com/article/rape-thrones-203499']"
6526,NO,NO,NO,5,NO,0.951027125,0.741572342,0,0,NO,NO,NO,NO,0,-128.5,span,[['reference-accessdate']]
6527,NO,NO,NO,2,NO,1.009721181,0.741572342,0,0,NO,NO,NO,NO,0,-32.59999084,span,[['nowrap']]
6528,NO,NO,NO,0,NO,1.084005845,0.741572342,nan,nan,NO,NO,NO,NO,nan,13.6000061,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+A.V.+Club&rft.atitle=Rape+of+Thrones+Why+are+the+Game+Of+Thrones+showrunners+rewriting+the+books+into+misogyny%3F&rft.date=2014-04-20&rft.aulast=Saraiya&rft.aufirst=Sonia&rft_id=http%3A%2F%2Fwww.avclub.com%2Farticle%2Frape-thrones-203499&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6529,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6530,NO,NO,NO,44,NO,0.704328671,0.742239657,0,0.068181818,NO,NO,NO,NO,0,-393.5166931,li,['cite_note-254']
6531,NO,NO,NO,1,NO,0.704328671,0.742387949,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6532,NO,NO,YES,1,NO,0.704328671,0.742387949,0,0,NO,NO,NO,NO,0,6.25,b,[]
6533,NO,NO,NO,1,NO,0.704328671,0.742387949,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-254']
6534,NO,NO,NO,43,NO,0.704328671,0.742387949,0,0.069767442,NO,NO,NO,NO,0,-378.4499817,span,[['reference-text']]
6535,NO,NO,NO,43,NO,0.704328671,0.742387949,0,0.069767442,NO,NO,NO,NO,0,-378.4499817,cite,"[['citation', 'news']]"
6536,NO,NO,NO,25,NO,0.704328671,0.742387949,0,0,NO,NO,NO,NO,0,-397.0833282,a,"[['nofollow'], ['external', 'text'], 'http://www.salon.com/2015/05/18/heres_why_people_are_so_upset_about_the_latest_game_of_thrones_rape_so_cheap_such_an_obvious_choice_i_felt_offended_as_a_fan/']"
6537,NO,NO,NO,1,NO,0.720836374,0.743870872,0,0,NO,NO,NO,NO,0,6.616653442,span,[['cs1-kern-right']]
6538,NO,NO,YES,1,NO,0.749266308,0.743870872,0,1,NO,NO,NO,NO,0,-18.6000061,i,[]
6539,NO,NO,NO,1,NO,0.749266308,0.743870872,0,0,NO,NO,NO,NO,0,-18.6000061,a,"['/wiki/Salon_(magazine)', ['mw-redirect'], 'Salon (magazine)']"
6540,NO,NO,NO,1,NO,0.785032998,0.743870872,0,0,NO,NO,NO,NO,0,-48.40000916,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160728222832/http://www.salon.com/2015/05/18/heres_why_people_are_so_upset_about_the_latest_game_of_thrones_rape_so_cheap_such_an_obvious_choice_i_felt_offended_as_a_fan/']"
6541,NO,NO,NO,5,NO,0.704328671,0.743870872,0,0,NO,NO,NO,NO,0,-418.7833252,span,[['reference-accessdate']]
6542,NO,NO,NO,2,NO,1.074834899,0.743870872,0,0,NO,NO,NO,NO,0,-34.70001221,span,[['nowrap']]
6543,NO,NO,NO,0,NO,0.733675699,0.744612333,nan,nan,NO,NO,NO,NO,nan,13.6000061,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=Salon&rft.atitle=Here%27s+why+people+are+so+upset+about+the+latest+%22Game+of+Thrones%22+rape%3A+%22So+cheap%2C+such+an+obvious+choice%2C+I+felt+offended+as+a+fan%22&rft.date=2015-05-18&rft.aulast=Silman&rft.aufirst=Anna&rft_id=http%3A%2F%2Fwww.salon.com%2F2015%2F05%2F18%2Fheres_why_people_are_so_upset_about_the_latest_game_of_thrones_rape_so_cheap_such_an_obvious_choice_i_felt_offended_as_a_fan%2F&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6544,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6545,NO,NO,NO,34,NO,0.704328671,0.745279648,0,0.088235294,NO,NO,NO,NO,0,-413.6833496,li,['cite_note-Telegraph-255']
6546,NO,NO,NO,1,NO,0.704328671,0.74542794,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6547,NO,NO,YES,1,NO,0.704328671,0.74542794,0,0,NO,NO,NO,NO,0,6.25,b,[]
6548,NO,NO,NO,1,NO,0.704328671,0.74542794,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-Telegraph_255-0']
6549,NO,NO,NO,33,NO,0.704328671,0.74542794,0,0.090909091,NO,NO,NO,NO,0,-383.3833466,span,[['reference-text']]
6550,NO,NO,NO,33,NO,0.704328671,0.74542794,0,0.090909091,NO,NO,NO,NO,0,-383.3833466,cite,"[['citation', 'news']]"
6551,NO,NO,NO,13,NO,0.704328671,0.74542794,0,0,NO,NO,NO,NO,0,-383.3500061,a,"[['nofollow'], ['external', 'text'], 'https://www.telegraph.co.uk/culture/tvandradio/game-of-thrones/11608928/Game-of-Thrones-Unbowed-Unbent-Unbroken-season-5-episode-6-review.html']"
6552,NO,NO,NO,1,NO,0.972120301,0.746169401,0,0,NO,NO,NO,NO,0,8.683334351,span,[['cs1-kern-right']]
6553,NO,NO,YES,3,NO,0.99963314,0.746169401,0,0.333333333,NO,NO,NO,NO,0,-98.63334656,i,[]
6554,NO,NO,NO,3,NO,0.99963314,0.746169401,0,0,NO,NO,NO,NO,0,-98.63334656,a,"['/wiki/The_Daily_Telegraph', 'The Daily Telegraph']"
6555,NO,NO,NO,1,NO,0.704328671,0.746910862,0,0,NO,NO,NO,NO,0,-48.40000916,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160513115940/http://www.telegraph.co.uk/culture/tvandradio/game-of-thrones/11608928/Game-of-Thrones-Unbowed-Unbent-Unbroken-season-5-episode-6-review.html']"
6556,NO,NO,NO,5,NO,0.936353611,0.746910862,0,0,NO,NO,NO,NO,0,-127.1000061,span,[['reference-accessdate']]
6557,NO,NO,NO,2,NO,0.995964761,0.746910862,0,0,NO,NO,NO,NO,0,-31.20001221,span,[['nowrap']]
6558,NO,NO,NO,0,NO,1.069332331,0.746910862,nan,nan,NO,NO,NO,NO,nan,13.59999084,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Daily+Telegraph&rft.atitle=Game+of+Thrones%3A+Unbowed%2C+Unbent%2C+Unbroken%2C+season+5+episode+6%2C+review%3A+%27raw+emotion%27&rft.date=2015-05-17&rft.aulast=Runcie&rft.aufirst=Charlotte&rft_id=https%3A%2F%2Fwww.telegraph.co.uk%2Fculture%2Ftvandradio%2Fgame-of-thrones%2F11608928%2FGame-of-Thrones-Unbowed-Unbent-Unbroken-season-5-episode-6-review.html&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6559,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6560,NO,NO,NO,36,NO,0.704328671,0.747578177,0,0.083333333,NO,NO,NO,NO,0,-413.6833496,li,['cite_note-DailyBeast-256']
6561,NO,NO,NO,1,NO,0.704328671,0.747689396,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6562,NO,NO,YES,1,NO,0.704328671,0.747689396,0,0,NO,NO,NO,NO,0,6.25,b,[]
6563,NO,NO,NO,1,NO,0.704328671,0.747689396,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-DailyBeast_256-0']
6564,NO,NO,NO,35,NO,0.704328671,0.747689396,0,0.085714286,NO,NO,NO,NO,0,-408.9000092,span,[['reference-text']]
6565,NO,NO,NO,35,NO,0.704328671,0.747689396,0,0.085714286,NO,NO,NO,NO,0,-408.9000092,cite,"[['citation', 'news']]"
6566,NO,NO,NO,15,NO,0.704328671,0.747689396,0,0,NO,NO,NO,NO,0,-405.6500092,a,"[['nofollow'], ['external', 'text'], 'http://www.thedailybeast.com/articles/2015/05/19/the-rape-of-sansa-stark-game-of-thrones-goes-off-book-and-enrages-its-female-fans.html']"
6567,NO,NO,YES,3,NO,0.957446787,0.748467931,0,0.333333333,NO,NO,NO,NO,0,-75.30000305,i,[]
6568,NO,NO,NO,3,NO,0.957446787,0.748467931,0,0,NO,NO,NO,NO,0,-75.30000305,a,"['/wiki/The_Daily_Beast', 'The Daily Beast']"
6569,NO,NO,NO,1,NO,1.045487871,0.748467931,0,0,NO,NO,NO,NO,0,-48.3999939,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160821120407/http://www.thedailybeast.com/articles/2015/05/19/the-rape-of-sansa-stark-game-of-thrones-goes-off-book-and-enrages-its-female-fans.html']"
6570,NO,NO,NO,5,NO,0.86482023,0.749209392,0,0,NO,NO,NO,NO,0,-127.1000061,span,[['reference-accessdate']]
6571,NO,NO,NO,2,NO,0.923514286,0.749209392,0,0,NO,NO,NO,NO,0,-31.19999695,span,[['nowrap']]
6572,NO,NO,NO,0,NO,0.996881856,0.749209392,nan,nan,NO,NO,NO,NO,nan,13.59999084,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Daily+Beast&rft.atitle=The+Rape+of+Sansa+Stark%3A+%27Game+of+Thrones%27+Goes+Off-Book+and+Enrages+Its+Female+Fans&rft.date=2015-05-19&rft.aulast=Leon&rft.aufirst=Melissa&rft_id=http%3A%2F%2Fwww.thedailybeast.com%2Farticles%2F2015%2F05%2F19%2Fthe-rape-of-sansa-stark-game-of-thrones-goes-off-book-and-enrages-its-female-fans.html&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6573,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6574,NO,NO,NO,33,NO,0.704328671,0.749876707,0,0.090909091,NO,NO,NO,NO,0,-413.6833496,li,['cite_note-257']
6575,NO,NO,NO,1,NO,0.704328671,0.749987926,0,0,NO,NO,NO,NO,0,6.249984741,span,[['mw-cite-backlink']]
6576,NO,NO,YES,1,NO,0.704328671,0.749987926,0,0,NO,NO,NO,NO,0,6.249984741,b,[]
6577,NO,NO,NO,1,NO,0.704328671,0.749987926,0,0,NO,NO,NO,NO,0,6.249984741,a,['#cite_ref-257']
6578,NO,NO,NO,32,NO,0.704328671,0.749987926,0,0.09375,NO,NO,NO,NO,0,-418.4666901,span,[['reference-text']]
6579,NO,NO,NO,32,NO,0.704328671,0.749987926,0,0.09375,NO,NO,NO,NO,0,-418.4666901,cite,"[['citation', 'news']]"
6580,NO,NO,NO,13,NO,0.704328671,0.749987926,0,0,NO,NO,NO,NO,0,-416.9500122,a,"[['nofollow'], ['external', 'text'], 'http://www.vanityfair.com/hollywood/2015/05/game-of-thrones-rape-sansa-stark']"
6581,NO,NO,YES,3,NO,0.898752731,0.749987926,0,0,NO,NO,NO,NO,0,-84.40000916,i,[]
6582,NO,NO,YES,1,NO,1.069332331,0.749987926,0,0,NO,NO,NO,NO,0,-6,i,[]
6583,NO,NO,YES,2,NO,0.878576649,0.750729387,0,0.5,NO,NO,NO,NO,0,-46.1333313,i,[]
6584,NO,NO,NO,2,NO,0.878576649,0.750729387,0,0,NO,NO,NO,NO,0,-46.1333313,a,"['/wiki/Vanity_Fair_(magazine)', 'Vanity Fair (magazine)']"
6585,NO,NO,NO,1,NO,0.940021989,0.750729387,0,0,NO,NO,NO,NO,0,-48.3999939,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160821120407/http://www.vanityfair.com/hollywood/2015/05/game-of-thrones-rape-sansa-stark']"
6586,NO,NO,NO,5,NO,0.749266308,0.751507921,0,0,NO,NO,NO,NO,0,-127.1000061,span,[['reference-accessdate']]
6587,NO,NO,NO,2,NO,0.808877458,0.751507921,0,0,NO,NO,NO,NO,0,-31.19999695,span,[['nowrap']]
6588,NO,NO,NO,0,NO,0.881327933,0.751507921,nan,nan,NO,NO,NO,NO,nan,13.6000061,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=Vanity+Fair&rft.atitle=Game+of+Thrones+Absolutely+Did+Not+Need+to+Go+There+with+Sansa+Stark&rft.date=2015-05-17&rft.aulast=Robinson&rft.aufirst=Joanna&rft_id=http%3A%2F%2Fwww.vanityfair.com%2Fhollywood%2F2015%2F05%2Fgame-of-thrones-rape-sansa-stark&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6589,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6590,NO,NO,NO,33,NO,0.704328671,0.752175236,0,0.090909091,NO,NO,NO,NO,0,-413.6833496,li,['cite_note-NYPost-258']
6591,NO,NO,NO,1,NO,0.704328671,0.752286455,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6592,NO,NO,YES,1,NO,0.704328671,0.752286455,0,0,NO,NO,NO,NO,0,6.25,b,[]
6593,NO,NO,NO,1,NO,0.704328671,0.752286455,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-NYPost_258-0']
6594,NO,NO,NO,32,NO,0.704328671,0.752286455,0,0.09375,NO,NO,NO,NO,0,-404.2500153,span,[['reference-text']]
6595,NO,NO,NO,32,NO,0.704328671,0.752286455,0,0.09375,NO,NO,NO,NO,0,-404.2500153,cite,"[['citation', 'news']]"
6596,NO,NO,NO,12,NO,0.704328671,0.752286455,0,0,NO,NO,NO,NO,0,-397.6500244,a,"[['nofollow'], ['external', 'text'], 'https://nypost.com/2015/05/19/its-a-stark-reality-outrage-over-sansa-rape-scene-misses-the-point/']"
6597,NO,NO,YES,3,NO,0.844644148,0.753027917,0,0.333333333,NO,NO,NO,NO,0,-69.0166626,i,[]
6598,NO,NO,NO,3,NO,0.844644148,0.753027917,0,0,NO,NO,NO,NO,0,-69.0166626,a,"['/wiki/New_York_Post', 'New York Post']"
6599,NO,NO,NO,1,NO,0.92626557,0.753027917,0,0,NO,NO,NO,NO,0,-48.40000916,a,"[['nofollow'], ['external', 'text'], 'https://web.archive.org/web/20160821120407/http://nypost.com/2015/05/19/its-a-stark-reality-outrage-over-sansa-rape-scene-misses-the-point/']"
6600,NO,NO,NO,5,NO,0.749266308,0.753769378,0,0,NO,NO,NO,NO,0,-127.1000061,span,[['reference-accessdate']]
6601,NO,NO,NO,2,NO,0.808877458,0.753769378,0,0,NO,NO,NO,NO,0,-31.19999695,span,[['nowrap']]
6602,NO,NO,NO,0,NO,0.881327933,0.753769378,nan,nan,NO,NO,NO,NO,nan,13.6000061,span,"['ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=New+York+Post&rft.atitle=It%27s+a+Stark+reality%3A+Outrage+over+Sansa+rape+scene+misses+the+point&rft.date=2015-05-19&rft.aulast=Stewart&rft.aufirst=Sara&rft_id=https%3A%2F%2Fnypost.com%2F2015%2F05%2F19%2Fits-a-stark-reality-outrage-over-sansa-rape-scene-misses-the-point%2F&rfr_id=info%3Asid%2Fen.wikipedia.org%3AGame+of+Thrones', ['Z3988']]"
6603,NO,NO,NO,0,NO,0,0,nan,nan,NO,NO,NO,NO,nan,0,link,"[['mw-deduplicated-inline-style'], 'mw-data:TemplateStyles:r886058088']"
6604,NO,NO,NO,31,NO,0.704328671,0.754436693,0,0.096774194,NO,NO,NO,NO,0,-413.6833496,li,['cite_note-TheMarySueIsSoDone-259']
6605,NO,NO,NO,1,NO,0.704328671,0.754584985,0,0,NO,NO,NO,NO,0,6.25,span,[['mw-cite-backlink']]
6606,NO,NO,YES,1,NO,0.704328671,0.754584985,0,0,NO,NO,NO,NO,0,6.25,b,[]
6607,NO,NO,NO,1,NO,0.704328671,0.754584985,0,0,NO,NO,NO,NO,0,6.25,a,['#cite_ref-TheMarySueIsSoDone_259-0']
6608,NO,NO,NO,30,NO,0.704328671,0.754584985,0,0.1,NO,NO,NO,NO,0,-402.4500275,span,[['reference-text']]
6609,NO,NO,NO,30,NO,0.704328671,0.754584985,0,0.1,NO,NO,NO,NO,0,-402.4500275,cite,"[['citation', 'web']]"
